Repository,Commit,Type,Node Before,Node After
linux,dd67081b36a1fb41f632e2fe69992786396c9e77,RENAME_FUNCTION,"fs/pipe.c:pipe_poll(file, poll_table):12256-12988","fs/pipe.c:pipe_poll_mask(file, __poll_t):12422-13104"
darknet,a08ef29e085236f13fd04246c6774f9682a56208,MOVE_FUNCTION,"src/darknet.c:find_int_arg(int, char, char, int):741-1074","src/utils.c:find_int_arg(int, char, char, int):547-880"
nuklear,02718210e68ad4363b99fb41a23ae59346002e33,CHANGE_SIGNATURE,"nuklear.h:nk_propertyi(nk_context, char, int, int, int, int, int):38803-38916","nuklear.h:nk_propertyi(nk_context, char, int, int, int, int, float):39166-39281"
git,3f1c1c360080114fcc9492211601f41d56112e3c,EXTRACT,"merge-recursive.c:merge_trees(merge_options, tree, tree, tree, tree):91120-93816",merge-recursive.c:unpack_trees_finish(merge_options):9670-9762
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:stats_arenas_i_nthreads_ctl(size_t, size_t, void, size_t, void, size_t):5502-5536","deps/jemalloc/src/ctl.c:stats_arenas_i_nthreads_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):5286-5320"
swoole-src,f733c9a32045d115ba65b24d5b9c430a993706b6,RENAME_FILE,swoole_postgresql_core.h:swoole_postgresql_core.h:0-1427,swoole_postgresql_coro.h:swoole_postgresql_coro.h:0-1427
darknet,56d69e73aba37283ea7b9726b81afd2f79cd1134,MOVE_FUNCTION,"src/layer.h:forward_gpu(layer, network):861-908","include/darknet.h:forward_gpu(layer, network):1580-1627"
netdata,13f5a7764db30f48459ef94e100325941f70e774,CHANGE_SIGNATURE,"src/backend_prometheus.c:rrd_stats_api_v1_charts_allmetrics_prometheus_all_hosts(RRDHOST, BUFFER, char, char, uint32_t, int, int, int):15762-16315","src/backend_prometheus.c:rrd_stats_api_v1_charts_allmetrics_prometheus_all_hosts(RRDHOST, BUFFER, char, char, uint32_t, int, int, int, int):18225-18806"
jq,1dcfc2f5473364a3a1a7261ab933245504dea891,CHANGE_SIGNATURE,"locfile.c:locfile_init(jq_state, char, int):179-844","locfile.c:locfile_init(jq_state, char, char, int):179-894"
redis,60a4f12f8b998c44dfff0e88202b01598287390d,CHANGE_SIGNATURE,"src/sds.c:sdsrange(sds, int, int):22618-23290","src/sds.c:sdsrange(sds, ssize_t, ssize_t):22626-23308"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/cost_layer.h:forward_cost_layer(cost_layer, float, float):424-494","src/cost_layer.h:forward_cost_layer(cost_layer, network_state):444-507"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/cost_layer.c:forward_cost_layer(cost_layer, float, float):1173-1538","src/cost_layer.c:forward_cost_layer(cost_layer, network_state):1173-1549"
darknet,118bdd6f624a81c7b43689943485f8d70cbd944e,CHANGE_SIGNATURE,"src/data.h:load_data_image_pathfile_part(char, int, int, char, int):290-427","src/data.h:load_data_image_pathfile_part(char, int, int, char, int, int, int):235-374"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statsd.c:statsd_parse_float(char, double):14182-14522","src/statsd.c:statsd_parse_float(char, LONG_DOUBLE):14182-14522"
darknet,1edcf73a73d2007afc61289245763f5cf0c29e10,CHANGE_SIGNATURE,src/server.c:server_update():1092-1591,src/server.c:server_update(network):1261-1993
toxcore,e998aca8f75e46cd360210ac588ee77af0106c6d,CHANGE_SIGNATURE,"toxencryptsave/toxencryptsave.h:tox_pass_key_encrypt(uint8_t, uint32_t, uint8_t, uint8_t):8471-8565","toxencryptsave/toxencryptsave.h:tox_pass_key_encrypt(uint8_t, size_t, uint8_t, uint8_t, TOX_ERR_ENCRYPTION):7324-7443"
tmux,c86d83f835ec5c589dedb5b21f45df468fe7c875,CHANGE_SIGNATURE,"window-copy.c:window_copy_search(window_pane, int, int):31563-32772","window-copy.c:window_copy_search(window_pane, int):31409-32580"
linux,b06be2873d916e58c00ecfa664c22a75fa721260,EXTRACT,drivers/lightnvm/pblk-recovery.c:pblk_recov_l2p(pblk):19362-24114,"drivers/lightnvm/pblk-recovery.c:pblk_line_was_written(pblk_line, pblk):19087-19675"
redis,6d1a7cec230e5a892be3eeffeec83231a4079b9f,EXTRACT,"src/redis-cli.c:clusterManagerCommandReshard(int, char):131569-138350",src/redis-cli.c:clusterManagerReleaseReshardTable(list):119576-119916
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/rnn_layer.h:forward_rnn_layer(layer, network_state):261-308","src/rnn_layer.h:forward_rnn_layer(layer, network):261-300"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.c:moving_average(double, size_t, size_t):1305-2089","src/statistical.c:moving_average(LONG_DOUBLE, size_t, size_t):1305-2089"
php-src,e2182a1ba7cdd3c915cf29cd8367a6e02a0c10c8,CHANGE_SIGNATURE,"ext/fileinfo/libmagic/softmagic.c:moffset(magic_set, magic, null, int32_t):2403-2465","ext/fileinfo/libmagic/softmagic.c:moffset(magic_set, magic, buffer, int32_t):2576-2657"
tmux,aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb,CHANGE_SIGNATURE,"window.c:window_pane_set_mode(window_pane, window_mode):25141-25650","window.c:window_pane_set_mode(window_pane, window_mode, cmd_find_state, args):25141-25710"
darknet,616e6305e232c1bfa76bc70c2f48e31489807b52,CHANGE_SIGNATURE,"include/darknet.h:draw_detections(image, int, float, box, float, char, image, int):15550-15668","include/darknet.h:draw_detections(image, int, float, box, float, float, char, image, int):15688-15823"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/utils.h:find_float_arg(int, char, char, float):2038-2097","include/darknet.h:find_float_arg(int, char, char, float):15519-15578"
emscripten,020943397c228c001f3f629be952b2b614967813,EXTRACT,tests/core/test_float_builtins.c:main():337-617,tests/core/test_float_builtins.c:test_builtins():355-596
darknet,e36182cd8c5dd5c6d0aa1f77cf5cdca87e8bb1f0,RENAME_FUNCTION,"src/data.c:load_data_image_paths(char, int, char, int, int, int):740-1239","src/data.c:load_image_paths(char, int, int, int):1453-1781"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:thread_tcache_flush_ctl(size_t, size_t, void, size_t, void, size_t):38847-39116","deps/jemalloc/src/ctl.c:thread_tcache_flush_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):51557-51870"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,deps/jemalloc/src/mutex.c:malloc_mutex_prefork(malloc_mutex_t):2664-2744,"deps/jemalloc/src/mutex.c:malloc_mutex_prefork(tsdn_t, malloc_mutex_t):4821-4920"
darknet,0f645836f193e75c4c3b718369e6fab15b5d19c5,CHANGE_SIGNATURE,"src/data.c:fill_truth_detection(char, float, int, int, int, int, float, int, int):551-1697","src/data.c:fill_truth_detection(char, float, int, int, int, int, int, int, int):550-1743"
toxcore,d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63,CHANGE_SIGNATURE,"testing/nTox.c:print_request(Tox, uint8_t, uint8_t, uint16_t, void):27830-28312","testing/nTox.c:print_request(Tox, uint8_t, uint8_t, size_t, void):28332-28813"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.c:sort_series(double, size_t):2781-2909","src/statistical.c:sort_series(LONG_DOUBLE, size_t):2781-2909"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,RENAME_FILE,toxav/bwcontroler.c:bwcontroler.c:0-5462,toxav/bwcontroller.c:bwcontroller.c:0-5477
darknet,8d9ed0a1d680c8d31e453e2e1cebfda66b357c11,CHANGE_SIGNATURE,"src/maxpool_layer.c:backward_maxpool_layer(maxpool_layer, network_state):3685-3952","src/maxpool_layer.c:backward_maxpool_layer(maxpool_layer, network):3675-3932"
toxcore,edbfca5474b59b865e383e0dae934ba293d9dc7d,CHANGE_SIGNATURE,"toxav/rtp.c:rtp_new(int, Messenger, uint32_t, BWControler, void, int):1122-1932","toxav/rtp.c:rtp_new(int, Messenger, uint32_t, BWController, void, int):1123-1934"
wrk,50305ed1d89408c26067a970dcd5d9dbea19de9d,CHANGE_SIGNATURE,src/net.c:sock_connect(connection):141-194,"src/net.c:sock_connect(connection, char):141-206"
php-src,2e5ac355b9b578e5d1e460f2b2f4205f8a7c87b3,CHANGE_SIGNATURE,"ext/phar/util.c:phar_add_virtual_dirs(phar_archive_data, char, int):50952-51542","ext/phar/util.c:phar_add_virtual_dirs(phar_archive_data, char, size_t):51086-51679"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:prof_thread_active_init_ctl(size_t, size_t, void, size_t, void, size_t):49039-49501","deps/jemalloc/src/ctl.c:prof_thread_active_init_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):69077-69591"
tmux,1f7ca973c5ddae22db18b1d3dbb9e5c7cb0f3a6a,EXTRACT,"cmd-find.c:cmd_find_from_client(cmd_find_state, client):19904-21880",cmd-find.c:cmd_find_inside_pane(client):3152-3404
nuklear,6bddc5c5f071902835c0a99346d46e1935580828,CHANGE_SIGNATURE,"demo/sdl_opengl2/main.c:main(int, char):1497-6602",demo/sdl_opengl2/main.c:main(void):1716-6961
toxcore,d83efd35dd342da7f5b0f4b6e11ffd943d7f3c63,CHANGE_SIGNATURE,"testing/Messenger_test.c:print_request(Messenger, uint8_t, uint8_t, uint16_t, void):2228-2984","testing/Messenger_test.c:print_request(Messenger, uint8_t, uint8_t, size_t, void):2235-2990"
darknet,c53e03348c65462bcba33f6352087dd6b9268e8f,RENAME_FILE,src/yoloplus.c:yoloplus.c:0-11393,src/swag.c:swag.c:0-10445
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/tcache.c:tcache_arena_dissociate(tcache_t, arena_t):7449-7940","deps/jemalloc/src/tcache.c:tcache_arena_dissociate(tsdn_t, tcache_t):8737-9449"
netdata,8463380cd1f2bcd25c38a2c401207ede4ff65486,EXTRACT,src/apps_plugin.c:normalize_utilization(target):101556-107410,src/apps_plugin.c:debug_log_dummy(void):636-679
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.c:__HoltWinters(double, int, double, double, double, int, int, double, double, double, double, double, double, double):8810-11771","src/statistical.c:__HoltWinters(LONG_DOUBLE, int, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, int, int, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE, LONG_DOUBLE):8810-11771"
tmux,2c5a6f9af599f09d3445dd7ac40af31013e85d77,EXTRACT,"tty.c:tty_cell(tty, grid_cell, window_pane):33671-34542","tty.c:tty_check_codeset(tty, grid_cell):21008-21585"
darknet,6b38dcdce07b0c082334e7d9e10fe26bc440a347,CHANGE_SIGNATURE,"src/image.c:random_augment_image(image, float, int, int, int):16594-17066","src/image.c:random_augment_image(image, float, float, int, int, int):16661-17275"
FFmpeg,3a96534ed9dd09c773894e6ed4bb882a765d83a9,CHANGE_SIGNATURE,"libavfilter/vf_convolution.c:filter_prewitt(uint8_t, uint8_t, int, float, float, int, uint8_t, int):7920-8640","libavfilter/vf_convolution.c:filter_prewitt(uint8_t, uint8_t, int, float, float, int, uint8_t, int, int):8850-9582"
darknet,352ae7e65b6a74bcd768aa88b866a44c713284c8,CHANGE_SIGNATURE,"src/classifier.c:hierarchy_predictions(float, int, tree):986-1306","src/classifier.c:hierarchy_predictions(float, int, tree, int):986-1362"
darknet,d9f1b0b16edeb59281355a855e18a8be343fc33c,CHANGE_SIGNATURE,"src/network.h:train_network_batch(network, data, int, float, float, float):786-873","src/network.h:train_network_batch(network, data, int):780-827"
darknet,dcb000b553d051429a49c8729dc5b1af632e8532,CHANGE_SIGNATURE,"src/connected_layer.c:backward_connected_layer(connected_layer, float, float):4022-4761","src/connected_layer.c:backward_connected_layer(connected_layer, network_state):2750-3494"
wrk,256b4756d3c0ba5c8fb00921733198e6be9fb8d6,MOVE_FUNCTION,"src/wrk.h:connect_socket(thread, connection):1093-1131","src/main.h:connect_socket(thread, connection):579-617"
netdata,31440083b8f4054f96f9afcfc9a1e3e66ebb798c,CHANGE_SIGNATURE,"src/statistical.c:median_on_sorted_series(double, size_t):3129-3599","src/statistical.c:median_on_sorted_series(LONG_DOUBLE, size_t):3129-3599"
darknet,4bdf96bd6aafbec6bc3f0eab8739d6652878fd24,RENAME_FUNCTION,"src/data.c:random_batch(char, int, char, int):2113-2696","src/data.c:load_data_image_pathfile_random(char, int, char, int):1920-2443"
jq,6366cfd7a4275a25e128cc55f4c24a4079bc7005,RENAME_FUNCTION,libm.h:LIBM_DD(null):209-222,libm.h:LIBM_DD_NO(null):949-965
darknet,1edcf73a73d2007afc61289245763f5cf0c29e10,CHANGE_SIGNATURE,"src/convolutional_layer.c:backward_convolutional_layer(convolutional_layer, float):5463-6649","src/convolutional_layer.c:backward_convolutional_layer(convolutional_layer, float, float):5440-6581"
linux,67b07bd4bec53be0aa5a8496aef7a4ee2c7f97bf,CHANGE_SIGNATURE,"fs/btrfs/ioctl.c:btrfs_extent_same_range(inode, u64, u64, inode, u64):73360-76171","fs/btrfs/ioctl.c:btrfs_extent_same_range(inode, u64, u64, inode, u64, cmp_pages):72456-75266"
git,306f22dbc8f43feeed735905276c48a96c63b9e5,CHANGE_SIGNATURE,"transport.h:transport_push(transport, int, char, int, int):5749-5883","transport.h:transport_push(transport, refspec, int, int):5749-5865"
darknet,c592fc7491ac739587214eee0784801abfbba9df,RENAME_FILE,src/cnn.c:cnn.c:0-24764,src/darknet.c:darknet.c:0-24764
git,fe6d34d863a351034cbc7c756465f84dc64007ad,RENAME_FUNCTION,replace_object.c:prepare_replace_object(void):818-1137,replace_object.c:prepare_replace_object_the_repository(void):884-1218
jq,0c93eb3379241dc4775718a9d39f54a6c4de20d6,MOVE_FILE,parser.h:parser.h:0-4856,src/parser.h:parser.h:0-4856
darknet,516f019ba6fb88de7218dd3b4eaeadb1cf676518,INLINE,"src/network.c:get_network_output_layer(network, int):4022-5110",src/network.c:get_network_output(network):2926-3083
wrk,50305ed1d89408c26067a970dcd5d9dbea19de9d,CHANGE_SIGNATURE,src/ssl.h:ssl_connect(connection):76-101,"src/ssl.h:ssl_connect(connection, char):76-109"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/go.c:random_go_moves(moves, float, float, int):1945-2670","src/go.c:random_go_moves(moves, int):1983-2878"
php-src,c4331b00be1a294fa20ee08a18cdd722f123c73a,RENAME_FUNCTION,"ext/sqlite3/libsqlite/sqlite3.c:sqlite3XPrintf(StrAccum, char):1124157-1124320","ext/sqlite3/libsqlite/sqlite3.c:sqlite3_str_appendf(StrAccum, char):1142328-1142486"
darknet,809f924db2823b9e1eaf3efb9370380edc1f76ed,MOVE_FUNCTION,src/mini_blas.h:test_blas():2058-2069,src/blas.h:test_blas():173-184
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,src/matrix.h:csv_to_matrix(char):191-220,include/darknet.h:csv_to_matrix(char):11168-11197
darknet,1ef829e585c86e14504e4aae9ee0085c8f6a80be,MOVE_FILE,src/voxel.c:voxel.c:0-4810,examples/voxel.c:voxel.c:0-4842
jq,6366cfd7a4275a25e128cc55f4c24a4079bc7005,RENAME_FUNCTION,libm.h:LIBM_DD(null):170-181,libm.h:LIBM_DD_NO(null):771-785
git,5da6534dd6ef72970989aa5a4194e13e6a587bd6,RENAME_FUNCTION,"packfile.c:read_object(object_id, object_type, null):38522-38845","packfile.c:read_object_the_repository(object_id, object_type, null):38579-38923"
darknet,00d483697a6e395ef6776320cd1e52a04f4367be,EXTRACT,"src/activations.c:activate(float, ACTIVATION):812-1154",src/activations.c:ramp_activate(float):959-1009
netdata,4ac431fedbbdbf0ed05d20182a84aa58c33c63ca,CHANGE_SIGNATURE,"src/rrd2json.h:rrdset2value_api_v1(RRDSET, BUFFER, calculated_number, char, null, null, null, int, uint32_t, time_t, time_t, int):3768-4056","src/rrd2json.h:rrdset2value_api_v1(RRDSET, BUFFER, calculated_number, char, null, null, null, int, null, uint32_t, time_t, time_t, int):3787-4094"
darknet,b2b7137b6f185ce2f01664d782a09b08d50d5a07,RENAME_FUNCTION,"src/convolutional_layer.c:visualize_convolutional_filters(convolutional_layer, char):5761-7079","src/convolutional_layer.c:visualize_convolutional_layer(convolutional_layer, char):6812-8208"
toxcore,d71136262227d68b649ce9fd8e020597c69cce07,CHANGE_SIGNATURE,"toxcore/Messenger.h:friend_message(Messenger, null, uint8_t, null, void):6781-6862","toxcore/Messenger.h:friend_message(Messenger, null, int, uint8_t, null, void):6875-6970"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/network.c:train_network_batch(network, data, int, double, double, double):6315-6831","src/network.c:train_network_batch(network, data, int, float, float, float):6268-6777"
php-src,f844d40fdc3450e33a6c95d5d3486b239ea7f545,RENAME_FUNCTION,Zend/zend_gc.c:gc_set_enabled(zend_bool):11580-11979,Zend/zend_gc.c:gc_enable(zend_bool):11553-11947
darknet,1467621453e1c6932841a4992e6dffe0d0d8de24,CHANGE_SIGNATURE,"src/connected_layer.c:forward_connected_layer(connected_layer, network):4385-4889","src/connected_layer.c:forward_connected_layer(layer, network):5203-5697"
darknet,d8adaf8ea6a31a380f6bf1fe65e88b661d3bb51e,CHANGE_SIGNATURE,"src/data.h:load_data_augment(char, int, int, char, int, int, int, int, float, float, float, float, float):2175-2342","src/data.h:load_data_augment(char, int, int, char, int, tree, int, int, int, float, float, float, float, float):2214-2398"
linux,25a356d3f69fe5a1f6477227b9c4f853f763fe78,CHANGE_SIGNATURE,"fs/btrfs/free-space-tree.c:remove_from_free_space_tree(btrfs_trans_handle, btrfs_fs_info, u64, u64):21693-22474","fs/btrfs/free-space-tree.c:remove_from_free_space_tree(btrfs_trans_handle, u64, u64):21693-22453"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,deps/jemalloc/src/prof.c:prof_thread_active_init_get(void):45611-45838,deps/jemalloc/src/prof.c:prof_thread_active_init_get(tsdn_t):53396-53641
git,06af3bba414b832fe9e04fb959daa2b9b678d2d5,CHANGE_SIGNATURE,"pack-bitmap-write.c:bitmap_writer_build_type_index(pack_idx_entry, uint32_t):981-1978","pack-bitmap-write.c:bitmap_writer_build_type_index(packing_data, pack_idx_entry, uint32_t):981-2088"
darknet,f7a17f82eb43de864a4f980f235055da9685eef8,CHANGE_SIGNATURE,"src/image.c:single_update(image, image, int, int, double):9396-9773","src/image.c:single_update(image, image, int, int, float):9365-9740"
jq,21309bc6d7c783c5614575603a197bfac35b5dab,CHANGE_SIGNATURE,"compile.c:compile(bytecode, block):33190-38382","compile.c:compile(bytecode, block, locfile):33190-38607"
toxcore,3bf259f69d408dc5c380383ee3c0cde0504e9f02,RENAME_FUNCTION,"toxcore/tox.c:tox_file_control(Tox, uint32_t, uint32_t, TOX_FILE_CONTROL, TOX_ERR_FILE_CONTROL):21830-23127","toxcore/tox.c:tox_file_send_control(Tox, uint32_t, uint32_t, TOX_FILE_CONTROL, TOX_ERR_FILE_CONTROL):21828-23130"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:stats_arenas_i_index(size_t, size_t, size_t):56950-57312","deps/jemalloc/src/ctl.c:stats_arenas_i_index(tsdn_t, size_t, size_t, size_t):80954-81382"
darknet,cd8d53df21f3ad2810add2a8cff766c745f55a17,CHANGE_SIGNATURE,"src/activations.c:activate(float, ACTIVATION):1075-1440","src/activations.c:activate(float, ACTIVATION, float):1095-1587"
swoole-src,f29978051730f6e3213b7e991f2f058af477b136,CHANGE_SIGNATURE,src/network/ReactorProcess.c:swReactorProcess_onTimeout(swReactor):14327-15565,"src/network/ReactorProcess.c:swReactorProcess_onTimeout(swTimer, swTimer_node):14628-15921"
php-src,d48b233991c6ae916ca2b7e8d7c965fbc7eb00b7,RENAME_FUNCTION,ext/mbstring/oniguruma/src/regcomp.c:is_full_opt_exact_info(OptExactInfo):100142-100245,ext/mbstring/oniguruma/src/regcomp.c:is_full_opt_exact(OptExact):114365-114459
php-src,e2182a1ba7cdd3c915cf29cd8367a6e02a0c10c8,CHANGE_SIGNATURE,"ext/fileinfo/libmagic/softmagic.c:file_softmagic(magic_set, char, size_t, uint16_t, uint16_t, int, int):4457-5079","ext/fileinfo/libmagic/softmagic.c:file_softmagic(magic_set, buffer, uint16_t, uint16_t, int, int):4676-5271"
emscripten,2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e,MOVE_FUNCTION,"system/lib/pthread/library_pthread.c:__atomic_exchange_8(void, uint64_t, int):23831-23956","system/lib/pthread/library_pthread_asmjs.c:__atomic_exchange_8(void, uint64_t, int):7660-7786"
wrk,50305ed1d89408c26067a970dcd5d9dbea19de9d,CHANGE_SIGNATURE,src/net.h:sock_connect(connection):418-444,"src/net.h:sock_connect(connection, char):426-460"
swoole-src,8f0f6d840037147db109edcc81f83820bc208044,MOVE_FUNCTION,swoole_postgresql_coro.c:Z_PARAM_LONG(null):17647-17672,swoole_postgresql_coro.c:Z_PARAM_LONG(null):17998-18023
darknet,9b1774bd39d65614cdbd2d4e3815086298008911,RENAME_FUNCTION,"src/convolutional_layer.c:backpropagate_layer_convolve(image, convolutional_layer):1277-1787","src/convolutional_layer.c:backpropagate_convolutional_layer_convolve(image, convolutional_layer):1326-1850"
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/ctl.c:opt_prof_thread_active_init_ctl(size_t, size_t, void, size_t, void, size_t):3026-3064","deps/jemalloc/src/ctl.c:opt_prof_thread_active_init_ctl(tsd_t, size_t, size_t, void, size_t, void, size_t):3080-3118"
the_silver_searcher,8daa0c58de3bdd97c87166f4bf9cd24357c7a143,CHANGE_SIGNATURE,"src/search.h:search_dir(ignores, char, char, int):1359-1440","src/search.h:search_dir(ignores, char, char, int, dev_t):1359-1460"
darknet,b394337824c59dd970b87c5978fe4e8b94b85cb2,CHANGE_SIGNATURE,"src/yolo.c:demo_yolo(char, char, float):14067-14130","src/yolo.c:demo_yolo(char, char, float, int):14080-14236"
jq,ae7f8d6ab9d29bd72f462fdafa4d7a9270706d3b,CHANGE_SIGNATURE,"linker.c:load_library(jq_state, jv, block, lib_loading_state):404-498","linker.c:load_library(jq_state, jv, int, int, char, block, lib_loading_state):404-584"
darknet,00d483697a6e395ef6776320cd1e52a04f4367be,EXTRACT,"src/activations.c:activate(float, ACTIVATION):812-1154",src/activations.c:sigmoid_activate(float):854-912
git,14c3c80c81418e00ee990a88f526ac851411f422,RENAME_FUNCTION,packfile.c:has_sha1_pack(char):48070-48191,packfile.c:has_object_pack(object_id):48070-48200
darknet,b3c4fc9f223d9b6f50a1652d8d116fcdcc16f2e8,CHANGE_SIGNATURE,"src/region_layer.c:get_region_boxes(layer, int, int, float, float, box, int):11878-13855","src/region_layer.c:get_region_boxes(layer, int, int, float, float, box, int, int):11942-14004"
toxcore,91274495bc1e24bbab039e0e468be14fa34caf23,CHANGE_SIGNATURE,"toxcore/tox.c:tox_file_send(Tox, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):23162-24414","toxcore/tox.c:tox_file_send(Tox, uint32_t, TOX_FILE_TYPE, uint64_t, uint8_t, size_t, TOX_ERR_FILE_SEND):23308-24560"
tmux,a2ace9da24491c46e704ce6120dcb7e6c9d21c20,CHANGE_SIGNATURE,"tmux.h:window_pane_search(window_pane, char, u_int):59714-59785","tmux.h:window_pane_search(window_pane, char):59716-59770"
toxcore,7d86caf51fd2f127a7f12c90293981650f6aae3c,MOVE_FUNCTION,other/bootstrap_daemon/src/tox-bootstrapd.c:print_help():3226-4600,other/bootstrap_daemon/src/command_line_arguments.c:print_help():938-2312
tmux,36882ec789f29882ab7241e5d4c0572799163437,CHANGE_SIGNATURE,"cmd-find.c:cmd_find_get_pane(cmd_find_state, char):2032-2088","cmd-find.c:cmd_find_get_pane(cmd_find_state, char, int):2037-2098"
darknet,fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a,MOVE_FUNCTION,"src/matrix.h:scale_matrix(matrix, float):410-445","include/darknet.h:scale_matrix(matrix, float):11124-11159"
netdata,980a9c4a809f8152e28d65e0c95b8724fb1f25b1,CHANGE_SIGNATURE,"src/socket.c:snd_callback(POLLINFO, int, SIMPLE_PATTERN, void):43378-43426","src/socket.c:snd_callback(POLLINFO, int, SIMPLE_PATTERN, void, time_t, time_t):43378-43426"
darknet,f98efe6c32a064e77712f25fb40a673c3249cfd4,MOVE_FUNCTION,"src/detection_layer.c:overlap(float, float, float, float):2236-2495","src/box.c:overlap(float, float, float, float):891-1150"
swoole-src,9954907156cfef4062b6ae8e05d8d25faa7d9cfa,CHANGE_SIGNATURE,"include/swoole.h:swoole_sendfile(int, int, off_t, off_t):54904-54969","include/swoole.h:swoole_sendfile(int, int, off_t, size_t):54904-54970"
jq,8aecf82bfef6647315eb96e69eac3f65ce38ee70,CHANGE_SIGNATURE,"jv_print.c:put_str(char, FILE, jv):943-1044","jv_print.c:put_str(char, FILE, jv, int):1988-2099"
linux,76f32e240ee6a3c1903ce8f1e934b43f2971bffc,CHANGE_SIGNATURE,"fs/btrfs/ctree.h:btrfs_start_delalloc_inodes(btrfs_root, int):110095-110163",fs/btrfs/ctree.h:btrfs_start_delalloc_inodes(btrfs_root):110095-110147
redis,08e1c8e820031751bd58736cc334dda1bc55cb5c,CHANGE_SIGNATURE,"deps/jemalloc/src/tcache.c:tcache_bin_flush_small(tsd_t, tcache_t, tcache_bin_t, szind_t, null):2231-4594","deps/jemalloc/src/tcache.c:tcache_bin_flush_small(tsd_t, tcache_t, cache_bin_t, szind_t, null):2776-5319"
php-src,d48b233991c6ae916ca2b7e8d7c965fbc7eb00b7,RENAME_FUNCTION,ext/mbstring/oniguruma/src/regparse.c:popular_quantifier_num(QtfrNode):45237-45750,ext/mbstring/oniguruma/src/regparse.c:quantifier_type_num(QuantNode):61491-62002
toxcore,c3e07b73d3cd824ffc5a5ea681cde0c7c8c7732e,CHANGE_SIGNATURE,"testing/nTox.c:file_request_accept(Tox, uint32_t, uint32_t, TOX_FILE_KIND, uint64_t, uint8_t, size_t, void):35775-36639","testing/nTox.c:file_request_accept(Tox, uint32_t, uint32_t, uint32_t, uint64_t, uint8_t, size_t, void):35775-36634"
the_silver_searcher,d8a335ab6e33b08d5f222b7cadf8419ca5e605c7,CHANGE_SIGNATURE,"src/lang.c:make_lang_regex(char, int):3006-3922","src/lang.c:make_lang_regex(char, size_t):3000-3904"
darknet,60e952ba694e3e0811db5868d70ad7ebfe676836,CHANGE_SIGNATURE,"src/parser.h:load_weights_upto(network, char, int):369-428","src/parser.h:load_weights_upto(network, char, int, int):369-439"
swoole-src,0e8d4524a099adeaddbc92398c9ad6150574ff8e,RENAME_FUNCTION,"swoole_http_server.c:http_trim_double_quote_str(char, int):15004-15576","swoole_http_server.c:http_trim_double_quote(char, int):4530-5102"
