"Commit","RefactoringType","Before","After","BeforeLOC","AfterLOC"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_equivalent_to_matcher.go:30}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_equivalent_to_matcher.go:30}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration FWhen(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:530}","{function_declaration FWhen(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:582}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_key_of_matcher.go:14}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/be_key_of_matcher.go:14}","24","24"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/consist_of.go:19}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/consist_of.go:20}","24","24"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration ToNot(matcher types.GomegaMatcher, optionalDescription ...interface{}) at vendor/github.com/onsi/gomega/internal/assertion.go:65}","{method_declaration ToNot(matcher types.GomegaMatcher, optionalDescription ...any) at vendor/github.com/onsi/gomega/internal/assertion.go:65}","5","5"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_occurred_matcher.go:14}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/have_occurred_matcher.go:14}","14","14"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration isChan(a interface{}) at vendor/github.com/onsi/gomega/matchers/type_support.go:91}","{function_declaration isChan(a any) at vendor/github.com/onsi/gomega/matchers/type_support.go:93}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/gstruct/pointer.go:56}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/gstruct/pointer.go:57}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/panic_matcher.go:94}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/panic_matcher.go:94}","21","21"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration NewWithTransformMatcher(transform interface{}, matcher types.GomegaMatcher) at vendor/github.com/onsi/gomega/matchers/with_transform.go:25}","{function_declaration NewWithTransformMatcher(transform any, matcher types.GomegaMatcher) at vendor/github.com/onsi/gomega/matchers/with_transform.go:25}","20","20"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration isInteger(a interface{}) at vendor/github.com/onsi/gomega/matchers/type_support.go:38}","{function_declaration isInteger(a any) at vendor/github.com/onsi/gomega/matchers/type_support.go:40}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration SampleDuration(name string, callback func(idx int), samplingConfig SamplingConfig, args ...interface{}) at vendor/github.com/onsi/gomega/gmeasure/experiment.go:295}","{method_declaration SampleDuration(name string, callback func(idx int), samplingConfig SamplingConfig, args ...any) at vendor/github.com/onsi/gomega/gmeasure/experiment.go:295}","9","9"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_len_matcher.go:22}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_len_matcher.go:22}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration RecordValue(name string, value float64, args ...interface{}) at vendor/github.com/onsi/gomega/gmeasure/experiment.go:362}","{method_declaration RecordValue(name string, value float64, args ...any) at vendor/github.com/onsi/gomega/gmeasure/experiment.go:362}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_empty_matcher.go:27}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_empty_matcher.go:41}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(_ interface{}) at vendor/github.com/onsi/gomega/matchers/have_value.go:48}","{method_declaration FailureMessage(_ any) at vendor/github.com/onsi/gomega/matchers/have_value.go:48}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration formattedMessage(comparisonMessage string, failurePath []interface{}) at vendor/github.com/onsi/gomega/matchers/semi_structured_data_support.go:11}","{function_declaration formattedMessage(comparisonMessage string, failurePath []any) at vendor/github.com/onsi/gomega/matchers/semi_structured_data_support.go:11}","9","9"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration BeAssignableToTypeOf(expected interface{}) at vendor/github.com/onsi/gomega/matchers.go:565}","{function_declaration BeAssignableToTypeOf(expected any) at vendor/github.com/onsi/gomega/matchers.go:565}","5","5"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration Describe(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:494}","{function_declaration Describe(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:546}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration HaveHTTPStatus(expected ...interface{}) at vendor/github.com/onsi/gomega/matchers.go:613}","{function_declaration HaveHTTPStatus(expected ...any) at vendor/github.com/onsi/gomega/matchers.go:613}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/match_json_matcher.go:33}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/match_json_matcher.go:33}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_element_of_matcher.go:41}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_element_of_matcher.go:41}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration vetOptionalDescription(assertion string, optionalDescription ...interface{}) at vendor/github.com/onsi/gomega/internal/vetoptdesc.go:13}","{function_declaration vetOptionalDescription(assertion string, optionalDescription ...any) at vendor/github.com/onsi/gomega/internal/vetoptdesc.go:13}","10","10"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/contain_substring_matcher.go:17}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/contain_substring_matcher.go:17}","8","8"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_http_body_matcher.go:19}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/have_http_body_matcher.go:19}","17","17"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_comparable_to_matcher.go:43}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_comparable_to_matcher.go:44}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/satisfy_matcher.go:38}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/satisfy_matcher.go:38}","21","21"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration WrapEntryValue(value interface{}) at vendor/github.com/onsi/ginkgo/v2/types/report_entry.go:17}","{function_declaration WrapEntryValue(value any) at vendor/github.com/onsi/ginkgo/v2/types/report_entry.go:17}","5","5"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration PartitionDecorations(args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/internal/node.go:113}","{function_declaration PartitionDecorations(args ...any) at vendor/github.com/onsi/ginkgo/v2/internal/node.go:134}","12","12"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_prefix_matcher.go:14}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/have_prefix_matcher.go:14}","8","8"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_identical_to.go:37}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_identical_to.go:37}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration body(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_http_body_matcher.go:76}","{method_declaration body(actual any) at vendor/github.com/onsi/gomega/matchers/have_http_body_matcher.go:76}","29","29"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration FIt(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:560}","{function_declaration FIt(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:612}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration emitProgressReport(indent uint, emitGinkgoWriterOutput bool, report types.ProgressReport) at vendor/github.com/onsi/ginkgo/v2/reporters/default_reporter.go:471}","{method_declaration emitProgressReport(indent uint, emitGinkgoWriterOutput, emitGroup bool, report types.ProgressReport) at vendor/github.com/onsi/ginkgo/v2/reporters/default_reporter.go:490}","83","91"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration NewBipartiteGraph(leftValues, rightValues []interface{}, neighbours func(interface{}, interface{}) (bool, error)) at vendor/github.com/onsi/gomega/matchers/support/goraph/bipartitegraph/bipartitegraph.go:14}","{function_declaration NewBipartiteGraph(leftValues, rightValues []any, neighbours func(any, any) (bool, error)) at vendor/github.com/onsi/gomega/matchers/support/goraph/bipartitegraph/bipartitegraph.go:14}","27","27"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/and.go:17}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/and.go:17}","11","11"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_key_with_value_matcher.go:51}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_key_with_value_matcher.go:73}","12","12"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration presentable(elems []interface{}) at vendor/github.com/onsi/gomega/matchers/consist_of.go:88}","{function_declaration presentable(elems []any) at vendor/github.com/onsi/gomega/matchers/consist_of.go:100}","27","27"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/match_yaml_matcher.go:37}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/match_yaml_matcher.go:37}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration isArrayOrSlice(a interface{}) at vendor/github.com/onsi/gomega/matchers/type_support.go:105}","{function_declaration isArrayOrSlice(a any) at vendor/github.com/onsi/gomega/matchers/type_support.go:107}","11","11"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_existing_field_matcher.go:30}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_existing_field_matcher.go:30}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Record(name string, args ...interface{}) at vendor/github.com/onsi/gomega/gmeasure/stopwatch.go:57}","{method_declaration Record(name string, args ...any) at vendor/github.com/onsi/gomega/gmeasure/stopwatch.go:57}","8","8"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/and.go:33}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/and.go:33}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Errorf(format string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/internal/testingtproxy/testing_t_proxy.go:87}","{method_declaration Errorf(format string, args ...any) at vendor/github.com/onsi/ginkgo/v2/internal/testingtproxy/testing_t_proxy.go:108}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_key_with_value_matcher.go:64}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_key_with_value_matcher.go:86}","13","13"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/consist_of.go:133}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/consist_of.go:157}","9","9"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Fatal(args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/internal/testingtproxy/testing_t_proxy.go:103}","{method_declaration Fatal(args ...any) at vendor/github.com/onsi/ginkgo/v2/internal/testingtproxy/testing_t_proxy.go:124}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration FDescribeTableSubtree(description string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:121}","{function_declaration FDescribeTableSubtree(description string, args ...any) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:121}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration toInteger(a interface{}) at vendor/github.com/onsi/gomega/matchers/type_support.go:53}","{function_declaration toInteger(a any) at vendor/github.com/onsi/gomega/matchers/type_support.go:55}","10","10"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Should(matcher types.GomegaMatcher, optionalDescription ...interface{}) at vendor/github.com/onsi/gomega/internal/assertion.go:47}","{method_declaration Should(matcher types.GomegaMatcher, optionalDescription ...any) at vendor/github.com/onsi/gomega/internal/assertion.go:47}","5","5"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_sent_matcher.go:17}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/be_sent_matcher.go:17}","41","41"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration WithIndexAndElement(index int, element interface{}) at vendor/github.com/onsi/gomega/gstruct/elements.go:140}","{method_declaration WithIndexAndElement(index int, element any) at vendor/github.com/onsi/gomega/gstruct/elements.go:144}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration vetActuals(actuals []interface{}, skipIndex int) at vendor/github.com/onsi/gomega/internal/assertion.go:142}","{function_declaration vetActuals(actuals []any, skipIndex int) at vendor/github.com/onsi/gomega/internal/assertion.go:142}","20","20"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/match_error_matcher.go:74}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/match_error_matcher.go:74}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_zero_matcher.go:12}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/be_zero_matcher.go:12}","9","9"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_closed_matcher.go:15}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/matchers/be_closed_matcher.go:15}","26","26"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/succeed_matcher.go:32}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/succeed_matcher.go:32}","7","7"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration isMap(a interface{}) at vendor/github.com/onsi/gomega/matchers/type_support.go:98}","{function_declaration isMap(a any) at vendor/github.com/onsi/gomega/matchers/type_support.go:100}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_false_matcher.go:31}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_false_matcher.go:31}","7","7"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration PDescribeTableSubtree(description string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:131}","{function_declaration PDescribeTableSubtree(description string, args ...any) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:131}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration PDescribeTable(description string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:66}","{function_declaration PDescribeTable(description string, args ...any) at vendor/github.com/onsi/ginkgo/v2/table_dsl.go:66}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_len_matcher.go:26}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_len_matcher.go:26}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration MatchMayChangeInTheFuture(_ interface{}) at vendor/github.com/onsi/gomega/matchers/with_transform.go:83}","{method_declaration MatchMayChangeInTheFuture(_ any) at vendor/github.com/onsi/gomega/matchers/with_transform.go:83}","8","8"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration NewSatisfyMatcher(predicate interface{}) at vendor/github.com/onsi/gomega/matchers/satisfy_matcher.go:17}","{function_declaration NewSatisfyMatcher(predicate any) at vendor/github.com/onsi/gomega/matchers/satisfy_matcher.go:17}","20","20"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/be_zero_matcher.go:26}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/be_zero_matcher.go:26}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Fi(indentation uint, format string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/formatter/formatter.go:122}","{method_declaration Fi(indentation uint, format string, args ...any) at vendor/github.com/onsi/ginkgo/v2/formatter/formatter.go:122}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_suffix_matcher.go:30}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_suffix_matcher.go:30}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration matchKeys(actual interface{}) at vendor/github.com/onsi/gomega/gstruct/keys.go:58}","{method_declaration matchKeys(actual any) at vendor/github.com/onsi/gomega/gstruct/keys.go:58}","52","52"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_http_header_with_value_matcher.go:46}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_http_header_with_value_matcher.go:46}","14","14"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FormatFailureMessage(actual interface{}, negated bool) at vendor/github.com/onsi/gomega/matchers/be_numerically_matcher.go:25}","{method_declaration FormatFailureMessage(actual any, negated bool) at vendor/github.com/onsi/gomega/matchers/be_numerically_matcher.go:25}","11","11"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration BeElementOf(elements ...interface{}) at vendor/github.com/onsi/gomega/matchers.go:361}","{function_declaration BeElementOf(elements ...any) at vendor/github.com/onsi/gomega/matchers.go:361}","5","5"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration runSpecs(description string, suiteLabels Labels, suitePath string, hasProgrammaticFocus bool, specs Specs) at vendor/github.com/onsi/ginkgo/v2/internal/suite.go:431}","{method_declaration runSpecs(description string, suiteLabels Labels, suiteSemVerConstraints SemVerConstraints, suitePath string, hasProgrammaticFocus bool, specs Specs) at vendor/github.com/onsi/ginkgo/v2/internal/suite.go:456}","96","97"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration PIt(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:568}","{function_declaration PIt(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:620}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration ApplyFocusToSpecs(specs Specs, description string, suiteLabels Labels, suiteConfig types.SuiteConfig) at vendor/github.com/onsi/ginkgo/v2/internal/focus.go:59}","{function_declaration ApplyFocusToSpecs(specs Specs, description string, suiteLabels Labels, suiteSemVerConstraints SemVerConstraints, suiteConfig types.SuiteConfig) at vendor/github.com/onsi/ginkgo/v2/internal/focus.go:59}","64","71"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration HaveField(field string, expected interface{}) at vendor/github.com/onsi/gomega/matchers.go:486}","{function_declaration HaveField(field string, expected any) at vendor/github.com/onsi/gomega/matchers.go:486}","6","6"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Eventually(actualOrCtx interface{}, args ...interface{}) at vendor/github.com/onsi/gomega/internal/gomega.go:55}","{method_declaration Eventually(actualOrCtx any, args ...any) at vendor/github.com/onsi/gomega/internal/gomega.go:55}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration CaughtPanicDuringABuildPhase(caughtPanic interface{}, cl CodeLocation) at vendor/github.com/onsi/ginkgo/v2/types/errors.go:91}","{method_declaration CaughtPanicDuringABuildPhase(caughtPanic any, cl CodeLocation) at vendor/github.com/onsi/ginkgo/v2/types/errors.go:91}","17","17"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration MatchMayChangeInTheFuture(actual interface{}) at vendor/github.com/onsi/gomega/matchers/or.go:41}","{method_declaration MatchMayChangeInTheFuture(actual any) at vendor/github.com/onsi/gomega/matchers/or.go:41}","26","26"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/contain_element_matcher.go:172}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/contain_element_matcher.go:291}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration It(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:553}","{function_declaration It(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:605}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/have_suffix_matcher.go:34}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/have_suffix_matcher.go:34}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration Match(actual interface{}) at vendor/github.com/onsi/gomega/gstruct/pointer.go:30}","{method_declaration Match(actual any) at vendor/github.com/onsi/gomega/gstruct/pointer.go:31}","21","21"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration C(contents string, args ...interface{}) at vendor/github.com/onsi/gomega/gmeasure/table/table.go:97}","{function_declaration C(contents string, args ...any) at vendor/github.com/onsi/gomega/gmeasure/table/table.go:97}","14","14"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration poll(path string, data interface{}) at vendor/github.com/onsi/ginkgo/v2/internal/parallel_support/http_client.go:57}","{method_declaration poll(path string, data any) at vendor/github.com/onsi/ginkgo/v2/internal/parallel_support/http_client.go:57}","27","27"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration valueAtKeyPath(root interface{}, keyPath string) at vendor/github.com/onsi/ginkgo/v2/types/flags.go:338}","{function_declaration valueAtKeyPath(root any, keyPath string) at vendor/github.com/onsi/ginkgo/v2/types/flags.go:338}","27","27"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration NegatedFailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/match_json_matcher.go:38}","{method_declaration NegatedFailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/match_json_matcher.go:38}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{function_declaration PDescribe(text string, args ...interface{}) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:509}","{function_declaration PDescribe(text string, args ...any) at vendor/github.com/onsi/ginkgo/v2/core_dsl.go:561}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/gstruct/elements.go:220}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/gstruct/elements.go:224}","4","4"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/contain_element_matcher.go:168}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/contain_element_matcher.go:287}","3","3"
"6034321603be95409028f0173e0c372515008dbb","CHANGE_SIGNATURE","{method_declaration FailureMessage(actual interface{}) at vendor/github.com/onsi/gomega/matchers/assignable_to_type_of_matcher.go:31}","{method_declaration FailureMessage(actual any) at vendor/github.com/onsi/gomega/matchers/assignable_to_type_of_matcher.go:31}","3","3"
